pmid	ti	ab	fau	dp
9395677	Physiological measures of right nostril breathing.	This study was conducted to assess the physiological effects of a yoga breathing practice that involves breathing exclusively through the right nostril. This practice is called surya anuloma viloma pranayama (SAV). Twelve volunteers (average age 27.2 years +/- 3.3 years, four males) were assessed before and after test sessions conducted on two consecutive days. On one day the test session involved practicing SAV pranayama for 45 minutes (SAV session). During the test period of the other day, subjects were asked to breathe normally for 45 minutes (NB session). For half the patients (randomly chosen) the SAV session was on the first day and the NB session on the next day. For the remaining six patients, the order of the two sessions was reversed. After the SAV session (but not after the NB) there was a significant (P < .05, paired t test) increase in oxygen consumption (17%) and in systolic blood pressure (mean increase 9.4 mm Hg) and a significant decrease in digit pulse volume (45.7%). The latter two changes are interpreted to be the result of increased cutaneous vasoconstriction. After both SAV and NB sessions, there was a significant decrease in skin resistance (two factor ANOVA, Tukey test). These findings show that SAV has a sympathetic stimulating effect. This technique and other variations of unilateral forced nostril breathing deserve further study regarding therapeutic merits in a wide range of disorders.	Telles, S;Nagarathna, R;Nagendra, H R	1996 Winter
9250044	Making a difference: yoga in pregnancy!		Miller, C	1996 Winter
8864772	Svara (nostril dominance) and bilateral volar GSR.	The Svara yoga concept of Ida, Pingala and Susumna svara representing rest, active and turbulent states was examined in this study by recording nostril dominance (svara) and bilateral volar GSR (galvanic skin resistance) as an indicator of sympathetic activity under field and laboratory conditions. The sympathetic activity was low in Ida svara, followed by Pingala svara and was maximum in Susumna svara group of subjects under both field and laboratory conditions which agreed with the traditional Svara yoga description. The volar GSR on the right side more readily varied with svara, particularly so in the physically relaxed subjects of laboratory condition than the left volar GSR. The latter observation was worth noting because the subjects were right handed. The right side could be recommended as the standard site for recording volar GSR to closely reflect the sympathetic activity, particularly so when physical rest was given to subjects.	Mohan, S M	1996 Jan
7487590	Bilateral orbital varices associated with habitual bending.		Cohen, J A;Char, D H;Norman, D	1995 Nov
21743748	Yoga: some unanswered questions.		Andrade, C	1995 Oct
8583800	Soma siddhas and alchemical enlightenment: psychedelic mushrooms in Buddhist tradition.	In the legendary biographies of some Buddhist adepts from the 2nd- and 9th-centuries there are some clues which can be interpreted to reveal that the adepts were consuming psychedelic Amanita muscaria, 'fly agaric', mushrooms to achieve enlightenment. This secret ingredient in the alchemical elixir they used to attain 'realization' was, of course, unnamed, in keeping with their vows to maintain the secrecy of their practices. Its identity was concealed behind a set of symbols, some of which appeared in the Soma symbol system of the Rg Veda, some other symbols possibly passed down from a time of earlier shamanic use of the mushroom in the forests of Northern Eurasia, and some symbols that may be unique to these Buddhist legends. The congruity of these sets of symbols from Northern and Southern Asian traditions will be shown to be reflected in the Germanic tradition in some characteristics of the Oldest God, Odin.	Hajicek-Dobberstein, S	1995 Oct
8582759	Autonomic changes during "OM" meditation.	The autonomic and respiratory variables were studied in seven experienced meditators (with experience ranging from 5 to 20 years). Each subject was studied in two types of sessions--meditation (with a period of mental chanting of "OM") and control (with a period of non-targetted thinking). The meditators showed a statistically significant reduction in heart rate during meditation compared to the control period (paired 't' test). During both types of sessions there was a comparable increase in the cutaneous peripheral vascular resistance. Keeping in mind similar results of other authors, this was interpreted as a sign of increased mental alertness, even while being physiologically relaxed (as shown by the reduced heart rate).	Telles, S;Nagarathna, R;Nagendra, H R	1995 Oct
9359812	Yoga and meditation.		Taylor, E	1995 Sep
7638539	An unorthodox approach to diabetes.		Goldstein, J	1995 Aug
7500738	Myth, magic and meaning. Integrative medicine--the way of the future.		Sommer, S J	1995 Aug
